,DTS
1056,215.6493
1057,214.3089
1058,212.6938
1059,210.8087
1060,208.618
1061,206.4337
1062,203.4534
1063,202.2447
1064,201.0383
1065,200.9418
1066,200.852
1067,201.2253
1068,201.6392
1069,202.0523
1070,201.5346
1071,200.9889
1072,200.9265
1073,200.6296
1074,200.209
1075,200.2444
1076,200.5047
1077,200.7784
1078,201.0677
1079,201.5941
1080,202.26
1081,203.3533
1082,204.4455
1083,205.0072
1084,205.2415
1085,205.2576
1086,205.0829
1087,204.3999
1088,203.5338
1089,201.6526
1090,199.1928
1091,199.6396
1092,201.0144
1093,204.1333
1094,206.0421
1095,207.3677
1096,208.3822
1097,208.7911
1098,208.9247
1099,209.389
1100,209.9692
1101,209.9898
1102,210.0104
1103,210.2715
1104,210.8362
1105,211.211
1106,210.7665
1107,210.0721
1108,209.5987
1109,209.1264
1110,208.825
1111,208.8358
1112,208.6273
1113,208.1705
1114,207.6079
1115,207.4026
1116,207.3411
1117,207.5562
1118,207.8721
1119,208.0489
1120,207.7597
1121,208.4089
1122,209.7249
1123,211.0426
1124,212.1035
1125,213.298
1126,213.4886
1127,213.2464
1128,212.6637
1129,212.0822
1130,211.5001
1131,212.8049
1132,215.0054
1133,219.2577
1134,222.7063
1135,224.8302
1136,226.2253
1137,227.6006
1138,227.4573
1139,226.8498
1140,226.242
1141,225.6341
1142,225.7782
1143,225.7621
1144,224.6303
1145,224.8569
1146,226.0195
1147,228.5291
1148,229.171
1149,229.1237
1150,229.0763
1151,227.737
1152,225.5966
1153,224.2332
1154,223.7816
1155,223.0558
1156,221.1296
1157,221.3819
1158,224.6409
1159,229.1139
1160,236.21
1161,239.7412
1162,239.5366
1163,238.6297
1164,241.6169
1165,247.072
1166,254.0992
1167,262.2826
1168,265.8809
1169,270.0371
1170,274.4102
1171,276.1988
1172,279.2085
1173,284.3962
1174,287.0725
1175,290.0765
1176,293.0753
1177,293.2567
1178,293.248
1179,284.2789
1180,260.5884
1181,236.8971
1182,235.1494
1183,235.4076
1184,237.7132
1185,239.4861
1186,240.1536
1187,240.3295
1188,239.8374
1189,238.5259
1190,237.1251
1191,236.1541
1192,235.6189
1193,235.5515
1194,235.5352
1195,235.5252
1196,235.6135
1197,235.7018
1198,236.1446
1199,236.3228
1200,236.4494
1201,236.692
1202,238.0197
1203,239.7887
1204,241.5544
1205,243.8781
1206,244.5533
1207,243.9393
1208,243.325
1209,242.9998
1210,242.2157
1211,240.5701
1212,238.926
1213,237.0377
1214,234.6923
1215,233.4599
1216,232.227
1217,231.2938
1218,231.3209
1219,231.6573
1220,231.6469
1221,232.2938
1222,233.4951
1223,234.1067
1224,235.6492
1225,238.1129
1226,240.5012
1227,242.887
1228,245.2753
1229,246.5996
1230,244.2858
1231,239.7126
1232,226.7654
1233,220.5098
1234,218.6888
1235,217.6923
1236,215.2753
1237,212.8062
1238,209.7556
1239,206.1497
1240,202.6536
1241,201.1766
1242,200.3384
1243,199.409
1244,198.4813
1245,197.5528
1246,196.624
1247,196.1418
1248,196.1418
1249,196.1418
1250,196.6997
1251,198.0798
1252,199.2002
1253,200.158
1254,201.8047
1255,204.7737
1256,211.2569
1257,223.2317
1258,234.9772
1259,245.2253
1260,245.1385
1261,238.2287
1262,227.9088
1263,217.5812
1264,214.8503
1265,213.9362
1266,214.6202
1267,215.4155
1268,217.6571
1269,219.3676
1270,220.8159
1271,221.8639
1272,224.6113
1273,227.3631
1274,230.3969
1275,233.5233
1276,237.3792
1277,243.0757
1278,250.6608
1279,252.6666
1280,254.6744
1281,256.6832
1282,258.69
1283,259.7663
1284,261.8175
1285,263.1231
1286,261.3843
1287,251.3193
1288,246.7941
1289,242.6633
1290,238.1279
1291,236.4776
1292,235.8571
1293,234.9905
1294,233.9719
1295,232.7855
1296,230.7641
1297,229.9993
1298,229.2341
1299,229.5262
1300,229.9443
1301,234.99400000000003
1302,241.0506
1303,249.2337
1304,257.2963
1305,254.9849
1306,251.9439
1307,262.6086
1308,261.2581
1309,259.5902
1310,265.2573
1311,262.7037
1312,256.9387
1313,254.1789
1314,253.5531
1315,249.8188
1316,244.56
1317,238.6744
1318,234.7156
1319,233.1812
1320,231.8054
1321,230.6449
1322,229.5305
1323,228.4149
1324,227.8484
1325,225.7527
1326,222.7155
1327,219.7332
1328,218.5426
1329,216.0933
1330,213.6251
1331,210.7381
1332,207.2966
1333,206.3518
1334,205.7247
1335,205.4778
1336,203.88640810810784
1337,203.48281081081052
1338,203.09171729729704
1339,202.70420162162137
1340,202.31853351351322
1341,201.93763891891862
1342,201.55055837837813
1343,201.1572259459457
1344,200.75891189189164
1345,200.3567470270268
1346,199.95115243243222
1347,199.5405308108106
1348,199.1222697297295
1349,198.69395081081063
1350,198.25765621621608
1351,228.9735
1352,229.094
1353,229.1606
1354,229.1589
1355,229.1621
1356,229.5818
1357,230.4191
1358,231.229
1359,236.1713
1360,240.7677
1361,241.4259
1362,240.9305
1363,239.323
1364,238.0372
1365,237.1794
1366,237.8484
1367,240.0447
1368,241.3597
1369,241.5441
1370,241.8928
1371,236.5359
1372,230.741
1373,225.1133
1374,218.6976
1375,215.6018
1376,213.3142
1377,212.1663
1378,207.2805
1379,176.9553
1380,155.2822
1381,148.4425
1382,143.0414
1383,139.4117
1384,137.4066
1385,138.4991
1386,140.7049
1387,143.711
1388,146.1381
1389,147.7482
1390,149.3599
1391,151.3957
1392,152.4068
1393,153.4278
1394,154.4615
1395,155.112
1396,155.6724
1397,155.7897
1398,155.8662
1399,155.9424
1400,156.0188
1401,155.8405
1402,155.3051
1403,154.769
1404,154.3176
1405,154.2993
1406,154.1287
1407,153.6496
1408,153.1163
1409,152.5619
1410,152.03799999999995
1411,151.9844
1412,152.0028
1413,152.0016
1414,151.4097
1415,150.7617
1416,149.7289
1417,147.999
1418,145.1382
1419,141.7066
1420,138.3185
1421,135.2123
1422,132.5391
1423,131.0771
1424,129.75
1425,129.6457
1426,129.6415
1427,130.1669
1428,131.8226
1429,133.475
1430,135.1299
1431,136.89
1432,139.0996
1433,140.0632
1434,140.5333
1435,140.766
1436,140.6098
1437,140.4539
1438,138.0652
1439,134.8011
1440,132.1881
1441,129.5667
1442,127.5719
1443,125.7209
1444,124.0808
1445,122.5178
1446,120.659
1447,118.7635
1448,116.9028
1449,115.4273
1450,114.6189
1451,113.8496
1452,113.092
1453,112.3341
1454,112.5768
1455,113.1367
1456,114.029
1457,115.0056
1458,115.6976
1459,116.3881
1460,117.0794
1461,117.7708
1462,118.1598
1463,118.1816
1464,118.2034
1465,118.2252
1466,118.247
1467,118.2688
1468,118.3125
1469,118.4074
1470,118.4223
1471,118.3725
1472,118.4169
1473,118.517
1474,119.2104
1475,118.5076
1476,118.0868
1477,118.0383
1478,118.0085
1479,118.1185
1480,118.293
1481,118.3267
1482,117.9686
1483,117.2114
1484,116.1005
1485,115.7351
1486,115.2048
1487,114.6489
1488,114.2273
1489,113.8393
1490,113.5183
1491,111.8667
1492,109.7197
1493,109.7371
1494,109.7544
1495,110.19
1496,110.7505
1497,111.6074
1498,112.6457
1499,113.5797
1500,114.5264
1501,115.5535
1502,116.5796
1503,117.6074
1504,118.8148
1505,119.8836
1506,120.5746
1507,121.4489
1508,122.9747
1509,122.217
1510,120.1789
1511,118.072
1512,115.9014
1513,113.3691
1514,112.7012
1515,112.0764
1516,112.0134
1517,111.8674
1518,111.3156
1519,111.2824
1520,111.3768
1521,111.98
1522,112.9872
1523,113.9958
1524,115.0025
1525,115.9067
1526,116.6442
1527,117.4878
1528,118.3588
1529,119.2283
1530,119.6995
1531,119.4068
1532,119.2311
1533,119.0641
1534,118.8976
1535,118.9974
1536,119.0786
1537,119.1181
1538,119.1172
1539,118.1575
1540,116.5215
1541,116.0385
1542,115.5559
1543,115.0811
1544,114.5339
1545,113.2069
1546,112.588
1547,112.1207
1548,111.6849
1549,111.8884
1550,112.0533
1551,112.3058
1552,112.84
1553,113.3748
1554,113.6263
1555,114.7314
1556,115.9548
1557,117.1124
1558,117.4416
1559,116.6649
1560,115.9442
1561,115.2233
1562,115.1134
1563,114.8383
1564,114.5794
1565,114.7778
1566,115.2809
1567,115.8439
1568,116.3176
1569,116.6139
1570,116.9105
1571,117.2113
1572,117.5214
1573,118.5551
1574,119.9227
1575,121.1859
1576,120.6103
1577,119.5293
1578,119.1022
1579,118.0377
1580,116.8308
1581,116.4663
1582,116.9409
1583,117.4155
1584,117.3056
1585,116.1
1586,114.9686
1587,113.8382
1588,111.5155
1589,111.6154
1590,111.8827
1591,112.15
1592,112.4171
1593,112.6847
1594,112.9516
1595,113.2188
1596,113.4863
1597,113.9207
1598,114.4608
1599,114.9999
1600,114.8658
1601,114.5419
1602,114.2183
1603,113.8942
1604,113.5284
1605,112.4492
1606,111.3695
1607,110.2914
1608,109.2148
1609,109.0005
1610,109.1771
1611,109.6362
1612,110.0949
1613,110.5543
1614,111.112
1615,111.4983
1616,112.306
1617,112.875
1618,112.2975
1619,111.6681
1620,111.3016
1621,111.3438
1622,111.3863
1623,111.46
1624,111.5336
1625,111.8514
1626,112.1682
1627,112.2417
1628,112.2211
1629,112.1479
1630,112.055
1631,112.0436
1632,112.0799
1633,112.1392
1634,112.619
1635,112.7785
1636,112.9276
1637,113.2894
1638,113.6515
1639,113.6781
1640,113.6269
1641,113.1611
1642,112.3261
1643,111.5752
1644,111.3687
1645,111.1763
1646,110.7585
1647,110.6013
1648,111.1717
1649,111.473
1650,111.7348
1651,111.9967
1652,112.1489
1653,112.3244
1654,112.7261
1655,112.845
1656,112.9641
1657,113.3651
1658,113.6014
1659,113.8611
1660,114.2623
1661,114.4279
1662,114.4241
1663,114.4203
1664,114.9355
1665,115.4553
1666,115.4335
1667,115.0845
1668,115.0861
1669,115.112
1670,115.4098
1671,115.9839
1672,115.7382
1673,114.0609
1674,112.8294
1675,112.2483
1676,111.7011
1677,111.514
1678,111.851
1679,112.1874
1680,112.5252
1681,112.8691
1682,113.073
1683,113.5277
1684,114.0315
1685,114.3888
1686,114.6551
1687,115.1835
1688,113.7965
1689,113.5237
1690,113.2005
1691,113.0515
1692,112.9028
1693,112.9131
1694,113.0347
1695,113.3733
1696,113.9241
1697,114.4327
1698,114.931
1699,115.3239
1700,115.6338
1701,115.9439
1702,116.13
1703,116.3755
1704,116.7751
1705,117.175
1706,117.5752
1707,117.9749
1708,118.3753
1709,118.7748
1710,118.9018
1711,118.9018
1712,118.9018
1713,118.9018
1714,118.9018
1715,118.6942
1716,118.4006
1717,118.1877
1718,118.6842
1719,119.1796
1720,119.6749
1721,120.1364
1722,120.5974
1723,121.0587
1724,120.628
1725,119.4547
1726,118.1626
1727,116.8711
1728,115.5768
1729,114.2852
1730,113.6733
1731,113.6506
1732,113.6684
1733,113.6863
1734,113.7302
1735,113.7473
1736,113.8279
1737,114.0057
1738,114.4434
1739,114.933
1740,116.1992
1741,118.9309
1742,123.0803
1743,126.6178
1744,132.6273
1745,136.2901
1746,141.566
1747,147.3802
1748,150.3386
1749,151.8605
1750,152.8506
1751,152.6586
1752,152.4788
1753,152.2918
1754,152.1021
1755,152.1676
1756,152.6028
1757,152.83700000000005
1758,152.855
1759,152.8723
1760,152.8409
1761,152.5436
1762,151.9283
1763,151.3125
1764,151.211
1765,150.4292
1766,149.6636
1767,146.8026
1768,143.9389
1769,142.7472
1770,141.6028
1771,140.6599
1772,140.506
1773,140.9712
1774,141.112
1775,141.7805
1776,142.4725
1777,144.6054
1778,145.4447
1779,147.0552
1780,148.9251
1781,151.984
1782,155.4861
1783,158.796
1784,161.5665
1785,164.6631
1786,165.2135
1787,164.7662
1788,162.3559
1789,160.6741
1790,159.0947
1791,157.5146
1792,156.1033
1793,155.7474
1794,155.1655
1795,154.1467
1796,154.4314
1797,154.8039
1798,155.1441
1799,154.8128
1800,154.3778
1801,155.1084
1802,155.9382
1803,155.9537
1804,155.5265
1805,155.1293
1806,155.107
1807,154.7859
1808,154.4732
1809,154.3364
1810,154.0614
1811,153.662
1812,153.6125
1813,153.6297
1814,153.6633
1815,153.9583
1816,154.3958
1817,154.768
1818,155.7625
1819,156.7365
1820,157.3692
1821,157.7001
1822,158.5332
1823,159.9296
1824,160.8113
1825,161.334
1826,161.6146
1827,161.895
1828,162.2353
1829,163.0141
1830,163.7975
1831,165.5511
1832,167.3029
1833,168.7939
1834,168.7788
1835,168.19799999999995
1836,167.3092
1837,166.2196
1838,165.639
1839,165.4328
1840,165.3845
1841,165.3674
1842,165.0674
1843,164.65900000000005
1844,165.0295
1845,165.87
1846,166.9056
1847,167.1993
1848,167.2824
1849,167.3076
1850,167.2744
1851,167.2975
1852,167.3207
1853,166.9538
1854,166.4022
1855,166.8961
